canonical,category,module,source,direct_status,backends,input_units,input_grain,output_unit,final_status,blocker,math_issue,input_issue,unit_issue,grain_issue,revision_issue,pit_issue,same_day_issue,period_issue,missing_issue,parameter_issue,backend_issue,incremental_issue,cross_market_issue,input_semantic_unknown,severity
group_normalize,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
group_peer_beta_deviation,group_neutralization,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_peer_deviation_index,group_neutralization,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_peer_information_diffusion,group_neutralization,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_percentile,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_quantile_spread,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_rank,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
group_rank_weighted_value,cross_sectional,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_return_dispersion_exposure,group_neutralization,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_signal_attraction_share,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_skewness,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_spd_feature_structure_shift,structure_shift,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_std,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
group_sum,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
group_tail_centrality,tail_systemic,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_tail_lead_score,tail_systemic,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_tail_ratio,cross_sectional,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_topk_mean,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_ts_decay_linear,cross_sectional,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_valid_count,group,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_wasserstein_barycenter_distance,cross_sectional_state,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_weighted_mean,cross_sectional,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_weighted_zscore,cross_sectional,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
group_winsorize,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
group_zscore,cross_sectional,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
gt,elementwise_math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
hierarchical_group_neutralize,group_neutralization,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
high_low_spread_proxy,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_class_entropy,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_class_js_shift,structure_shift,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_common_holding_peer_return,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_company_ownership_hhi,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_concentration,shareholder,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_concentration_acceleration,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_concentration_change,,,,research,pandas_numpy;polars,,,,RESEARCH_TOOL,,,,,,,,,,,,,,,R23-317,P1
holder_concentration_slope,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_count_change_rate,,,,research,pandas_numpy;polars,,,,RESEARCH_TOOL,,,,,,,,,,,,,,,R23-317,P1
holder_disclosure_count,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_disclosure_coverage,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_entry_share,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_exit_share,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_float_concentration_gap,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_freeze_concentration,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_freeze_ratio,shareholder,,,experimental,pandas_numpy;polars,"{'freeze_shares': 'shares', 'total_capital': 'shares'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
holder_id_matched_churn,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_id_matched_entry_share,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_id_matched_exit_share,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_id_overlap_ratio,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_locked_share_ratio,shareholder,,,experimental,pandas_numpy;polars,"{'locked_shares': 'shares', 'total_capital': 'shares'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
holder_nature_entropy,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_net_entry_share,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_observed_topk_hhi,relation,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_peer_return_breadth,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_pledge_change,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_pledge_churn,,,,production,pandas_numpy;polars,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
holder_pledge_concentration,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_pledge_ratio,shareholder,,,experimental,pandas_numpy;polars,"{'pledge_shares': 'shares', 'total_capital': 'shares'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
holder_pledged_holder_count,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_rank_stability,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_share_weighted_rank_migration,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_shareholder_network_centrality,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_shareholder_overlap_ratio,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_topk_share_sum,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
holder_weighted_churn,shareholder,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
hump_decay,signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_cloud_position,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_cloud_width,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_kijun,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_senkou_a,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_senkou_b,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ichimoku_tenkan,technical_signal,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
identity,,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
idio_skew,price_volume,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
idio_vol,price_volume,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_entry_exit_event,index,,,experimental,pandas_numpy;polars,,,state_signed,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_event_decay,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_member,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_membership_age,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_reconstitution_churn,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_weight,index,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_weight_change,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
index_weight_gap_to_free_float,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
industry_fiscal_resid,fundamental_period,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
industry_rolling_pca_loading,panel_model,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
industry_size_neutralize,group_neutralization,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
intra_abs_return_profile_cosine,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_amihud,intraday_microstructure,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_amount_profile_cosine,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_amount_profile_jsd,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_bar_range_deviation,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_bar_range_persistence,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_beta_asymmetry,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_bipower_variation,intraday_microstructure,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_close_participation,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_concentration,intraday_microstructure,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_consolidation_quality,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_continuous_variance,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_down_down_semibeta,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_down_up_semibeta,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_drawdown_depth,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_drawdown_duration,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_drawdown_recovery_half_life,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_entropy,intraday_microstructure,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_eod_reversal_decomposition,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_event_pre_post_contrast,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_event_window_reduce,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_extreme_bar_return,intraday_microstructure,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_high_low_affinity,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_high_time,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_idiosyncratic_kurtosis,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_idiosyncratic_kurtosis_ex_self,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_idiosyncratic_skewness,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_idiosyncratic_skewness_ex_self,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
intra_idiosyncratic_variance,,,,production,pandas_numpy;polars,,minute,,CERTIFIED,,,,,,,,,,,,,,,,
intra_idiosyncratic_variance_ex_self,intraday_microstructure,,,experimental,pandas_numpy;polars,,minute,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
